Brkenn,X_WERT,Y_WERT,wellid,y,x,k,losstype,pumploc,qlimit,ppflag,pumpcap,rw,hlim,qcut,starttime,endtime,,x_4000
WA6257,2530012.93,5657780.89,well1418,4405.98,2822,0,thiem,0,0,0,0,0.5,6,0,12,12,,1822
WA6258,2530006.28,5657583.03,well1419,4603.84,2815.35,0,thiem,0,0,0,0,0.5,6,0,12,12,,1815.35
WA6259,2530055.9,5657678.81,well1420,4508.06,2864.97,0,thiem,0,0,0,0,0.5,6,0,12,12,,1864.97
WA6260,2530277.27,5657580,well1421,4606.87,3086.34,0,thiem,0,0,0,0,0.5,6,0,12,12,,2086.34
WA6261,2530645.43,5657748.64,well1422,4438.23,3454.5,0,thiem,0,0,0,0,0.5,6,0,12,12,,2454.5
WA6262,2530695.22,5657986.85,well1423,4200.02,3504.29,0,thiem,0,0,0,0,0.5,6,0,12,12,,2504.29
WA6272,2528959.65,5661348.8,well1424,838.07,1768.72,0,thiem,0,0,0,0,0.5,6,0,12,12,,768.72
WA6278,2529011.19,5660400.56,well1425,1786.31,1820.26,0,thiem,0,0,0,0,0.5,6,0,12,12,,820.26
WA6279,2528874.19,5660168.25,well1426,2018.62,1683.26,0,thiem,0,0,0,0,0.5,6,0,12,12,,683.26
WA6280,2529027.17,5660234.69,well1427,1952.18,1836.24,0,thiem,0,0,0,0,0.5,6,0,12,12,,836.24
WA6282,2529045.51,5659976.67,well1428,2210.2,1854.58,0,thiem,0,0,0,0,0.5,6,0,12,12,,854.58
WA6283,2528591.21,5660369.8,well1429,1817.07,1400.28,0,thiem,0,0,0,0,0.5,6,0,12,12,,400.28
WA6284,2529340.8,5659639.42,well1430,2547.45,2149.87,0,thiem,0,0,0,0,0.5,6,0,12,12,,1149.87
WA6285,2529241.36,5659555.51,well1431,2631.36,2050.43,0,thiem,0,0,0,0,0.5,6,0,12,12,,1050.43
WA6286,2529302.21,5659466.93,well1432,2719.94,2111.28,0,thiem,0,0,0,0,0.5,6,0,12,12,,1111.28
WA6287,2529139.75,5659257.96,well1433,2928.91,1948.82,0,thiem,0,0,0,0,0.5,6,0,12,12,,948.82
WA6288,2528407.25,5658983.9,well1434,3202.97,1216.32,0,thiem,0,0,0,0,0.5,6,0,12,12,,216.32
WA6289,2528593.95,5658231.09,well1435,3955.78,1403.02,0,thiem,0,0,0,0,0.5,6,0,12,12,,403.02
WA6290,2529262.37,5658829.76,well1436,3357.11,2071.44,0,thiem,0,0,0,0,0.5,6,0,12,12,,1071.44
WA6291,2529323.2,5658729.44,well1437,3457.43,2132.27,0,thiem,0,0,0,0,0.5,6,0,12,12,,1132.27
WA6292,2529560.42,5658619.19,well1438,3567.68,2369.49,0,thiem,0,0,0,0,0.5,6,0,12,12,,1369.49
WA6293,2529751.28,5658659.18,well1439,3527.69,2560.35,0,thiem,0,0,0,0,0.5,6,0,12,12,,1560.35
WA6294,2529481.34,5658487.75,well1440,3699.12,2290.41,0,thiem,0,0,0,0,0.5,6,0,12,12,,1290.41
WA6295,2529262.94,5658401.32,well1441,3785.55,2072.01,0,thiem,0,0,0,0,0.5,6,0,12,12,,1072.01
WA6296,2529474.21,5658109.89,well1442,4076.98,2283.28,0,thiem,0,0,0,0,0.5,6,0,12,12,,1283.28
WA6297,2529036.78,5658163.16,well1443,4023.71,1845.85,0,thiem,0,0,0,0,0.5,6,0,12,12,,845.85
WA6298,2529722.32,5657913.16,well1444,4273.71,2531.39,0,thiem,0,0,0,0,0.5,6,0,12,12,,1531.39
WA6299,2529643.2,5658035.09,well1445,4151.78,2452.27,0,thiem,0,0,0,0,0.5,6,0,12,12,,1452.27
WA6300,2529905.71,5658016.5,well1446,4170.37,2714.78,0,thiem,0,0,0,0,0.5,6,0,12,12,,1714.78
WA6302,2529735.32,5657797.18,well1447,4389.69,2544.39,0,thiem,0,0,0,0,0.5,6,0,12,12,,1544.39
WA6303,2529155.53,5657606.18,well1448,4580.69,1964.6,0,thiem,0,0,0,0,0.5,6,0,12,12,,964.6
WA6304,2529633.34,5657680.91,well1449,4505.96,2442.41,0,thiem,0,0,0,0,0.5,6,0,12,12,,1442.41
WA6305,2529711.96,5657555.89,well1450,4630.98,2521.03,0,thiem,0,0,0,0,0.5,6,0,12,12,,1521.03
WA6306,2529428.81,5657563.2,well1451,4623.67,2237.88,0,thiem,0,0,0,0,0.5,6,0,12,12,,1237.88
WA6307,2529936.69,5657451.51,well1452,4735.36,2745.76,0,thiem,0,0,0,0,0.5,6,0,12,12,,1745.76
WA6326,2528484.12,5659517.64,well1453,2669.23,1293.19,0,thiem,0,0,0,0,0.5,6,0,12,12,,293.19
WA6329,2528850.76,5659562.33,well1454,2624.54,1659.83,0,thiem,0,0,0,0,0.5,6,0,12,12,,659.83
WA6332,2528994.97,5659338.48,well1455,2848.39,1804.04,0,thiem,0,0,0,0,0.5,6,0,12,12,,804.04
WA6333,2528684.64,5659880.28,well1456,2306.59,1493.71,0,thiem,0,0,0,0,0.5,6,0,12,12,,493.71
WA6334,2529260.15,5659232.59,well1457,2954.28,2069.22,0,thiem,0,0,0,0,0.5,6,0,12,12,,1069.22
WA6336,2529014.04,5659069.85,well1458,3117.02,1823.11,0,thiem,0,0,0,0,0.5,6,0,12,12,,823.11
WA6337,2528764.78,5658973.03,well1459,3213.84,1573.85,0,thiem,0,0,0,0,0.5,6,0,12,12,,573.85
WA6338,2528804.43,5658780.89,well1460,3405.98,1613.5,0,thiem,0,0,0,0,0.5,6,0,12,12,,613.5
WA6339,2529130.52,5658847,well1461,3339.87,1939.59,0,thiem,0,0,0,0,0.5,6,0,12,12,,939.59
WA6341,2529050.54,5658533.33,well1462,3653.54,1859.61,0,thiem,0,0,0,0,0.5,6,0,12,12,,859.61
WA6342,2529333.34,5658506.41,well1463,3680.46,2142.41,0,thiem,0,0,0,0,0.5,6,0,12,12,,1142.41
WA6343,2529062.93,5658408.53,well1464,3778.34,1872,0,thiem,0,0,0,0,0.5,6,0,12,12,,872
WA6344,2528873.86,5658240.51,well1465,3946.36,1682.93,0,thiem,0,0,0,0,0.5,6,0,12,12,,682.93
WA6345,2529308.37,5658264.53,well1466,3922.34,2117.44,0,thiem,0,0,0,0,0.5,6,0,12,12,,1117.44
WA6347,2529254.94,5658072.25,well1467,4114.62,2064.01,0,thiem,0,0,0,0,0.5,6,0,12,12,,1064.01
WA6348,2529453.79,5657904.41,well1468,4282.46,2262.86,0,thiem,0,0,0,0,0.5,6,0,12,12,,1262.86
WA6350,2529053.18,5657958.64,well1469,4228.23,1862.25,0,thiem,0,0,0,0,0.5,6,0,12,12,,862.25
WA6351,2528972.59,5657769.75,well1470,4417.12,1781.66,0,thiem,0,0,0,0,0.5,6,0,12,12,,781.66
WA6352,2528641.23,5658307.75,well1471,3879.12,1450.3,0,thiem,0,0,0,0,0.5,6,0,12,12,,450.3
WA6367,2531322.91,5657497.99,well1472,4688.88,4131.98,0,thiem,0,0,0,0,0.5,6,0,12,12,,3131.98
WA6371,2528944.12,5659463.13,well1473,2723.74,1753.19,0,thiem,0,0,0,0,0.5,6,0,12,12,,753.19
WA6372,2528696.46,5659303.83,well1474,2883.04,1505.53,0,thiem,0,0,0,0,0.5,6,0,12,12,,505.53
WA6373,2528871.92,5659128.19,well1475,3058.68,1680.99,0,thiem,0,0,0,0,0.5,6,0,12,12,,680.99
WA6374,2528924.94,5658932.53,well1476,3254.34,1734.01,0,thiem,0,0,0,0,0.5,6,0,12,12,,734.01
WA6375,2528947.18,5658768.89,well1477,3417.98,1756.25,0,thiem,0,0,0,0,0.5,6,0,12,12,,756.25
WA6376,2528844.9,5658696.81,well1478,3490.06,1653.97,0,thiem,0,0,0,0,0.5,6,0,12,12,,653.97
WA6386,2529645.62,5658180.13,well1479,4006.74,2454.69,0,thiem,0,0,0,0,0.5,6,0,12,12,,1454.69
WA6388,2530857.49,5657509.51,well1480,4677.36,3666.56,0,thiem,0,0,0,0,0.5,6,0,12,12,,2666.56
WA6390,2530832.53,5657126.53,well1481,5060.34,3641.6,0,thiem,0,0,0,0,0.5,6,0,12,12,,2641.6
WA6394,2530292.86,5657478.66,well1482,4708.21,3101.93,0,thiem,0,0,0,0,0.5,6,0,12,12,,2101.93
WA6426,2529051.19,5659798.01,well1483,2388.86,1860.26,0,thiem,0,0,0,0,0.5,6,0,12,12,,860.26
WA6431,2528578.87,5659587.26,well1484,2599.61,1387.94,0,thiem,0,0,0,0,0.5,6,0,12,12,,387.94
WA6432,2528686.11,5659196.74,well1485,2990.13,1495.18,0,thiem,0,0,0,0,0.5,6,0,12,12,,495.18
WA6433,2528666.54,5658930.85,well1486,3256.02,1475.61,0,thiem,0,0,0,0,0.5,6,0,12,12,,475.61
WA6434,2528859.31,5658461.12,well1487,3725.75,1668.38,0,thiem,0,0,0,0,0.5,6,0,12,12,,668.38
WA6436,2528789.5,5658013.96,well1488,4172.91,1598.57,0,thiem,0,0,0,0,0.5,6,0,12,12,,598.57
WA6443,2529943.79,5657345.63,well1489,4841.24,2752.86,0,thiem,0,0,0,0,0.5,6,0,12,12,,1752.86
WA6502,2529073.2,5660700.27,well1490,1486.6,1882.27,0,thiem,0,0,0,0,0.5,6,0,12,12,,882.27
WA6507,2529173.62,5660849.87,well1491,1337,1982.69,0,thiem,0,0,0,0,0.5,6,0,12,12,,982.69
WA6601,2530314.42,5659216.16,well1492,2970.71,3123.49,0,thiem,0,0,0,0,0.5,6,0,12,12,,2123.49
WA6603,2530311.38,5659017.73,well1493,3169.14,3120.45,0,thiem,0,0,0,0,0.5,6,0,12,12,,2120.45
WA6608,2530616.46,5658618.02,well1494,3568.85,3425.53,0,thiem,0,0,0,0,0.5,6,0,12,12,,2425.53
WA6609,2530419.08,5658836.93,well1495,3349.94,3228.15,0,thiem,0,0,0,0,0.5,6,0,12,12,,2228.15
WA6617,2530359.34,5658070.28,well1496,4116.59,3168.41,0,thiem,0,0,0,0,0.5,6,0,12,12,,2168.41
